"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Thanks again, @unitedairlines for another delayed flight and missed connection. Great start to Christmas vacation. #unitedsucks",FALSE,0,NA,2017-12-17 20:32:37,FALSE,NA,"942492752520065024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DonJack95524706",0,FALSE,FALSE,NA,NA
"2","@UnitedAirlines lost my bag yesterday and delivered the wrong one today. Now their call center cant get in touch with the airport to fix it",FALSE,0,"UnitedAirlines",2017-12-17 20:20:27,FALSE,NA,"942489691286392832","25166595","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cory_schmidt",0,FALSE,FALSE,NA,NA
"3","So upset with the lack of cleanliness of #UnitedAirlines. Barely a simple wipe of back of seat/carpet between fligh https://t.co/emEJ0WNVqY",FALSE,0,NA,2017-12-17 20:08:08,TRUE,NA,"942486590663864320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JanineHimes",0,FALSE,FALSE,NA,NA
"4","@staralliance #pardonmyexperience inspired by #unitedairlines https://t.co/YmS6FKqQY6",FALSE,0,"staralliance",2017-12-17 20:06:11,FALSE,NA,"942486101972963328","21401523","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","roydockery",0,FALSE,FALSE,NA,NA
"5","@FakeOscarMunoz #pardonmyexperience inspired by #unitedairlines https://t.co/YmS6FKqQY6",FALSE,0,"FakeOscarMunoz",2017-12-17 20:05:28,FALSE,NA,"942485921034915840","3594643215","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","roydockery",0,FALSE,FALSE,NA,NA
"6","Atlanta to Vancouver, Canada for only $275 roundtrip with United. #UnitedAirlines #Atlanta https://t.co/GxkI4SPvjh",FALSE,0,NA,2017-12-17 19:54:03,FALSE,NA,"942483048003702784",NA,"<a href=""https://milesreport.com/"" rel=""nofollow"">Miles Deals Canada</a>","MilesDealsCA",0,FALSE,FALSE,NA,NA
"7","RT @UnitedFlyerHD: United B757-200 (N12125) lining up on Houston IAH 33L 
#avgeek #boeing #boeing757 #boeinglovers #UnitedAirlines https://",FALSE,0,NA,2017-12-17 19:44:13,FALSE,NA,"942480574232621058",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DanielaSmits",8,TRUE,FALSE,NA,NA
"8","@UnitedAirlines My bad for not checking flight. Youre worse for not texting or emailing delay.",FALSE,0,"UnitedAirlines",2017-12-17 18:57:10,FALSE,NA,"942468733217382400","25166595","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ronik22",0,FALSE,FALSE,NA,NA
"9","Airline ticket shenanigans: United shows two different fares online and over the phone. Keep refreshing to get the https://t.co/Fb5CaI979e",FALSE,0,NA,2017-12-17 18:38:44,TRUE,NA,"942464091867754496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nonuniform",0,FALSE,FALSE,NA,NA
"10","RT @SBAirport: The @SBAirport is OPEN &amp; all airlines are back on schedule as of 9:00am this morning. Please contact @AlaskaAir, @AmericanAi",FALSE,0,NA,2017-12-17 18:13:58,FALSE,NA,"942457861937905664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RBjorkCA",4,TRUE,FALSE,NA,NA
"11","No it turns out seat was a OK. Over zealous purser arguing with maintenance foreman. Worst airline ever? #UnitedAirlines",FALSE,0,NA,2017-12-17 17:06:52,FALSE,NA,"942440974642429952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeachBanker",0,FALSE,FALSE,NA,NA
"12","Atlanta to Vancouver, Canada for only $275 roundtrip with United. #UnitedAirlines #Atlanta https://t.co/W5Cfi03xko",FALSE,0,NA,2017-12-17 17:06:02,FALSE,NA,"942440764285620225",NA,"<a href=""https://milesreport.com/"" rel=""nofollow"">Miles Deals</a>","MilesDeals",0,FALSE,FALSE,NA,NA
"13","Im a 1K. Sitting on a 757 heading for Maui. 1 bathroom in coach out of order. Now a 45 minute delay for a broken s https://t.co/WCruSY8F38",FALSE,0,NA,2017-12-17 16:54:27,TRUE,NA,"942437850112331776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeachBanker",0,FALSE,FALSE,NA,NA
"14","RT @SBAirport: The @SBAirport is OPEN &amp; all airlines are back on schedule as of 9:00am this morning. Please contact @AlaskaAir, @AmericanAi",FALSE,0,NA,2017-12-17 16:27:39,FALSE,NA,"942431105193353216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MayorHelene",4,TRUE,FALSE,NA,NA
"15","Smithereens playing #UnitedAirlines terminal #newarkairport. Clearly the end is nigh. #smithereens #airtravel",FALSE,0,NA,2017-12-17 16:13:06,FALSE,NA,"942427441133424641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","B_Abstract",0,FALSE,FALSE,NA,NA
"16","RT @SBAirport: The @SBAirport is OPEN &amp; all airlines are back on schedule as of 9:00am this morning. Please contact @AlaskaAir, @AmericanAi",FALSE,0,NA,2017-12-17 16:12:33,FALSE,NA,"942427303715278848",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SantaBarbaraCC",4,TRUE,FALSE,NA,NA
"17","The @SBAirport is OPEN &amp; all airlines are back on schedule as of 9:00am this morning. Please contact @AlaskaAir, https://t.co/vs3jEWh34t",FALSE,3,NA,2017-12-17 16:11:38,TRUE,NA,"942427073586462721",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SBAirport",4,FALSE,FALSE,NA,NA
"18","RT @JaspreetTravels: Greetings from #Frankfurt 

#beingunited #unitedairlines @weareunited https://t.co/uUNbr9umcP",FALSE,0,NA,2017-12-17 15:47:39,FALSE,NA,"942421036867510274",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pilotjurian",1,TRUE,FALSE,NA,NA
"19","On the phone with @UnitedAirlines and I swear I can see grey hairs sprouting.",FALSE,0,NA,2017-12-17 15:45:33,FALSE,NA,"942420511728046080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stacyannhayles",0,FALSE,FALSE,NA,NA
"20","RT @AmbitiousTC: every single person that I came in contact with today that works for #unitedAIRLINES seems to be miserable as hell",FALSE,0,NA,2017-12-17 15:31:24,FALSE,NA,"942416950675820544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoseHustle",1,TRUE,FALSE,NA,NA
"21","RT @BobBallPdx: United Airlines allows this bigoted and prejudiced signage to stay up?  I guess I am supposed to call a female flight atten",FALSE,0,NA,2017-12-17 15:09:20,FALSE,NA,"942411397077655552",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ILoveGayPDX",4,TRUE,FALSE,NA,NA
"22","@UnitedAirlines thank you for taking such good care of my family yesterday! The crews in Baton Rouge, Houston, and https://t.co/i5TjJiiZ4z",FALSE,0,"UnitedAirlines",2017-12-17 15:07:01,TRUE,NA,"942410814165868544","25166595","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KristaScurria",0,FALSE,FALSE,NA,NA
"23","RT @HamillHimself: We DID fly #UnitedAirlines! I'm pleased to report they couldn't have been nicer w/ not one person dragged kicking &amp; scre",FALSE,0,NA,2017-12-17 15:05:52,FALSE,NA,"942410521558388736",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","gse08203_6",602,TRUE,FALSE,NA,NA
"24","RT @HamillHimself: We DID fly #UnitedAirlines! I'm pleased to report they couldn't have been nicer w/ not one person dragged kicking &amp; scre",FALSE,0,NA,2017-12-17 15:05:52,FALSE,NA,"942410521550004224",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","gse08203_swspo",602,TRUE,FALSE,NA,NA
"25","RT @HamillHimself: We DID fly #UnitedAirlines! I'm pleased to report they couldn't have been nicer w/ not one person dragged kicking &amp; scre",FALSE,0,NA,2017-12-17 15:03:25,FALSE,NA,"942409906014920705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NemoDracarys",602,TRUE,FALSE,NA,NA
"26","every single person that I came in contact with today that works for #unitedAIRLINES seems to be miserable as hell",FALSE,0,NA,2017-12-17 14:59:09,FALSE,NA,"942408833032482816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmbitiousTC",1,FALSE,FALSE,NA,NA
"27","@UnitedAirlines no agents to swipe card #ord #chicago https://t.co/1jcO4veKsl",FALSE,0,"UnitedAirlines",2017-12-17 12:33:10,FALSE,NA,"942372095585026048","25166595","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","mikehenke",0,FALSE,FALSE,NA,NA
"28","@UnitedAirlines...where cramming people into the smallest plane in the world is a sport",FALSE,0,"UnitedAirlines",2017-12-17 12:32:42,FALSE,NA,"942371976966033409","25166595","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the_zen_pren",0,FALSE,FALSE,NA,NA
"29","Never again will fly #UnitedAirlines everyone was rude saying they ""don't care if I make my flight"" &amp; got a door sl https://t.co/mXVMKkyqut",FALSE,2,NA,2017-12-17 12:12:05,TRUE,NA,"942366790755213313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brookeouderkirk",0,FALSE,FALSE,NA,NA
"30","RT @UnitedFlyerHD: United B757-200 (N12125) lining up on Houston IAH 33L 
#avgeek #boeing #boeing757 #boeinglovers #UnitedAirlines https://",FALSE,0,NA,2017-12-17 11:17:09,FALSE,NA,"942352965901455361",NA,"<a href=""http://www.planespottingiscool.com"" rel=""nofollow"">PlaneSpotterRetweet</a>","PlaneSpotIsCool",8,TRUE,FALSE,NA,NA
"31","RT @HamillHimself: We DID fly #UnitedAirlines! I'm pleased to report they couldn't have been nicer w/ not one person dragged kicking &amp; scre",FALSE,0,NA,2017-12-17 11:14:33,FALSE,NA,"942352308297281538",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shaakermaaker",602,TRUE,FALSE,NA,NA
"32","RT @UnitedFlyerHD: United B757-200 (N12125) lining up on Houston IAH 33L 
#avgeek #boeing #boeing757 #boeinglovers #UnitedAirlines https://",FALSE,0,NA,2017-12-17 11:14:16,FALSE,NA,"942352240781688832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","84WH_Aviation",8,TRUE,FALSE,NA,NA
"33","#UnitedAirlines last time I book my daughters flight home with you. Thanks for adding to the stress.",FALSE,0,NA,2017-12-17 11:05:35,FALSE,NA,"942350053129314304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","getmeoutofny",0,FALSE,FALSE,NA,NA
"34","Chicago to Manila, Philippines for only $518 roundtrip with United #UnitedAirlines #Manila https://t.co/d6ecp5JpAk",FALSE,0,NA,2017-12-17 10:36:02,FALSE,NA,"942342616322052096",NA,"<a href=""https://milesreport.com/"" rel=""nofollow"">Miles Deals</a>","MilesDeals",0,FALSE,FALSE,NA,NA
"35","Greetings from #Frankfurt 

#beingunited #unitedairlines @weareunited https://t.co/uUNbr9umcP",FALSE,17,NA,2017-12-17 09:42:42,FALSE,NA,"942329194545065992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JaspreetTravels",1,FALSE,FALSE,NA,NA
"36","trying to buy a plane ticket, and translate this rare language: COMBINABILITY - FARE RULES TEXT DOUBLE OPEN JAWS... https://t.co/iZd772gIj8",FALSE,0,NA,2017-12-17 08:50:30,TRUE,NA,"942316059276615686",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","em_sheetz",0,FALSE,FALSE,NA,NA
"37","Today, I had a unique experience with #unitedAIRLINES.They served everyone with hot meals (we could even choose bet https://t.co/BHJ77ZKdqi",FALSE,11,NA,2017-12-17 05:42:11,TRUE,NA,"942268668402126848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1Asemanii",0,FALSE,FALSE,NA,NA
"38","Flying to Tahiti is about to get easier  and possibly cheaper #UnitedAirlines https://t.co/sfuCEMuDP9",FALSE,0,NA,2017-12-17 04:18:02,FALSE,NA,"942247491529068544",NA,"<a href=""https://milesreport.com/"" rel=""nofollow"">Miles Report App</a>","miles_report",0,FALSE,FALSE,NA,NA
"39","RT @UnitedFlyerHD: United B757-200 (N12125) lining up on Houston IAH 33L 
#avgeek #boeing #boeing757 #boeinglovers #UnitedAirlines https://",FALSE,0,NA,2017-12-17 03:26:31,FALSE,NA,"942234524645126144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AJtheAviator",8,TRUE,FALSE,NA,NA
"40","RT @UnitedFlyerHD: United B757-200 (N12125) lining up on Houston IAH 33L 
#avgeek #boeing #boeing757 #boeinglovers #UnitedAirlines https://",FALSE,0,NA,2017-12-17 02:48:11,FALSE,NA,"942224879830683648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joezimo",8,TRUE,FALSE,NA,NA
"41","RT @UnitedFlyerHD: United B757-200 (N12125) lining up on Houston IAH 33L 
#avgeek #boeing #boeing757 #boeinglovers #UnitedAirlines https://",FALSE,0,NA,2017-12-17 02:40:01,FALSE,NA,"942222821937352704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","passng3",8,TRUE,FALSE,NA,NA
"42","RT @UnitedFlyerHD: United B757-200 (N12125) lining up on Houston IAH 33L 
#avgeek #boeing #boeing757 #boeinglovers https://t.co/cqUK7IQDIG",FALSE,1,NA,2017-12-17 02:29:20,TRUE,NA,"942220133602340864",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AvEcuadorRT",0,FALSE,FALSE,NA,NA
"43","RT @UnitedFlyerHD: United B757-200 (N12125) lining up on Houston IAH 33L 
#avgeek #boeing #boeing757 #boeinglovers #UnitedAirlines https://",FALSE,0,NA,2017-12-17 02:20:04,FALSE,NA,"942217804941549569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eman_or",8,TRUE,FALSE,NA,NA
"44","United B757-200 (N12125) lining up on Houston IAH 33L 
#avgeek #boeing #boeing757 #boeinglovers #UnitedAirlines https://t.co/JczsdcFai5",FALSE,52,NA,2017-12-17 02:11:03,FALSE,NA,"942215536053714944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UnitedFlyerHD",8,FALSE,FALSE,NA,NA
"45","Missed call from Vegas... great, whos drunk dialing to tell me I aint sh#!... Turns out to be United Airlines Cus https://t.co/8sE0v110Bs",FALSE,0,NA,2017-12-17 02:07:02,TRUE,NA,"942214524857475072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oh_britters",0,FALSE,FALSE,NA,NA
"46","Surprised that I have to pay $25 to check in luggage on my domestic leg after landing in SFO from Auckland. https://t.co/Dr45DdHfVc",FALSE,0,NA,2017-12-17 01:42:14,TRUE,NA,"942208281040248833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mycokejane",0,FALSE,FALSE,NA,NA
"47","2 hr delay for the #EWR to #MEX flight from @united I cant remember theist time a UA flight was on time! https://t.co/Yubtg7T2mX",FALSE,0,NA,2017-12-17 01:31:37,TRUE,NA,"942205609650409472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rubsmc",0,FALSE,FALSE,NA,NA
"48","So far, #unitedAIRLINES has horrible cust service. I will start paying extra to fly #SouthwestAirlines. Rude &amp; inconsiderate.",FALSE,0,NA,2017-12-17 01:10:24,FALSE,NA,"942200270376882177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AJLynnSooner",0,FALSE,FALSE,NA,NA
"49","RT @Tombol: #UnitedAirlines cancels flights in and out of #SantaBarbara, but airport remains open. Other weekend events cancelled.
https://",FALSE,0,NA,2017-12-17 00:51:11,FALSE,NA,"942195436311347200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RPGNewsroom",2,TRUE,FALSE,NA,NA
"50","United jet with Salt Lake City mountains in the background...
#flying #airport #unitedairlines https://t.co/QC5EtPiQJW",FALSE,0,NA,2017-12-17 00:43:52,FALSE,NA,"942193595351748609",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","travelhackery",0,FALSE,FALSE,NA,NA
"51","Surprised that I have to pay $25 to check in luggage on my domestic leg after landing in SFO from Auckland. https://t.co/XOJwmdz33h",FALSE,0,NA,2017-12-17 00:22:46,TRUE,NA,"942188283542478848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GladstoneFrau",0,FALSE,FALSE,NA,NA
"52","@united ...we should be all boarded For flight 643! #UnitedAirlines #letsgo",FALSE,0,"united",2017-12-17 00:19:33,FALSE,NA,"942187474356277248","260907612","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barbbowen1213",0,FALSE,FALSE,NA,NA
"53","Because Im traveling on basic economy, I needed a @united representative to confirm that I dont have a carry on! https://t.co/7vSOKocV3h",FALSE,0,NA,2017-12-16 23:41:02,TRUE,NA,"942177780787064832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the_fatoosh",0,FALSE,FALSE,NA,NA
"54","RT @TACGAirSafety: #UnitedAirlines to fly to #Tahiti https://t.co/auqBpf1CBe",FALSE,0,NA,2017-12-16 23:39:36,FALSE,NA,"942177422342008832",NA,"<a href=""http://www.tahitiste.com"" rel=""nofollow"">BotTahiti</a>","TahitiRetweet",1,TRUE,FALSE,NA,NA
"55","RT @KSBY: #UnitedAirlines cancels Saturday flights from SB Airport. @SBAirport 
https://t.co/3HZKOdF5os",FALSE,0,NA,2017-12-16 23:39:01,FALSE,NA,"942177274971000832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","copperpeony",2,TRUE,FALSE,NA,NA
"56","#UnitedAirlines to fly to #Tahiti https://t.co/auqBpf1CBe",FALSE,0,NA,2017-12-16 23:34:51,FALSE,NA,"942176225828667393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TACGAirSafety",1,FALSE,FALSE,NA,NA
"57","United Airlines to Launch New Routes to the South Pacific #UnitedAirlines https://t.co/cY9akJ5pNn",FALSE,0,NA,2017-12-16 22:18:03,FALSE,NA,"942156896546512897",NA,"<a href=""https://milesreport.com/"" rel=""nofollow"">Miles Report App</a>","miles_report",0,FALSE,FALSE,NA,NA
"58","Where is the banana pepper option?!? #UnitedAirlines https://t.co/lFTYVgJjT1",FALSE,0,NA,2017-12-16 22:14:34,FALSE,NA,"942156020507230208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rauch_architect",0,FALSE,FALSE,NA,NA
"59","@UnitedAirlines Make a complaint to United, they can't be arsed to answer they just send you points!! No I wanted a https://t.co/oup1tDIzAh",FALSE,0,"UnitedAirlines",2017-12-16 21:49:14,TRUE,NA,"942149646910152705","25166595","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mball213",0,FALSE,FALSE,NA,NA
"60","#UnitedAirlines cancels flights in and out of #SantaBarbara, but airport remains open. Other weekend events cancell https://t.co/ovIu0PX7Ad",FALSE,1,NA,2017-12-16 21:46:55,TRUE,NA,"942149061603397633",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Tombol",2,FALSE,FALSE,NA,NA
"61","#UnitedAirlines cancels flights in and out of #SantaBarbara, but airport remains open. Other weekend events cancell https://t.co/E1kjTOSDY6",FALSE,2,NA,2017-12-16 21:46:55,TRUE,NA,"942149061255233537",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NoozhawkNews",2,FALSE,FALSE,NA,NA
"62","#UnitedAirlines cancels flights in and out of #SantaBarbara, but airport remains open. Other weekend events cancell https://t.co/eRGQhcnUkS",FALSE,0,NA,2017-12-16 21:46:55,TRUE,NA,"942149061230104578",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ScoopNoozhawk",0,FALSE,FALSE,NA,NA
"63","Good customer service from Wally C @Unitedairlines.",FALSE,0,NA,2017-12-16 21:41:44,FALSE,NA,"942147757804056581",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marcmjerome",0,FALSE,FALSE,NA,NA
"64","#UnitedAirlines cancels Saturday flights from SB Airport. @SBAirport 
https://t.co/3HZKOdF5os",FALSE,2,NA,2017-12-16 21:27:35,FALSE,NA,"942144196567289856",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","KSBY",2,FALSE,FALSE,NA,NA
"65","RT @jesss_michellez: @UnitedAirlines @united @LGAairport LaGuardia Airport LGA-United Airlines Central Terminal Please do not ever fly this",FALSE,0,NA,2017-12-16 20:49:21,FALSE,NA,"942134575240810496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mendes_Chris",1,TRUE,FALSE,NA,NA
"66","RT @jesss_michellez: @UnitedAirlines @united @LGAairport OUR CARGO IS CLAIMED TO BE CHICAGO YET THEY CANNOT IDENTIFY IT. I WAS TREATED UNFA",FALSE,0,NA,2017-12-16 20:49:03,FALSE,NA,"942134499311222785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mendes_Chris",1,TRUE,FALSE,NA,NA
"67","RT @jesss_michellez: @united @UnitedAirlines @UnitedAirlinesn UNITED STAFF WERE RUDE, SARCASTIC ABOUT THE WEATHER, &amp; BEYOND UNPROFESSIONAL.",FALSE,0,NA,2017-12-16 20:49:01,FALSE,NA,"942134493682511873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mendes_Chris",1,TRUE,FALSE,NA,NA
"68","RT @kimthi90: @united continues to be the WORST. Spent 1h on the phone with this morning after a 9h delay &amp;cancellation &amp;still NO HELP#unit",FALSE,0,NA,2017-12-16 20:46:53,FALSE,NA,"942133956773851137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mendes_Chris",1,TRUE,FALSE,NA,NA
"69","RT @jayeshpotnis: @UnitedAirlines Flying for the first time with you. Pathetic Experience. Won't like to fly with you again!",FALSE,0,NA,2017-12-16 20:44:36,FALSE,NA,"942133379079819264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mendes_Chris",1,TRUE,FALSE,NA,NA
"70","#UnitedAirlines your agent at gate C102 in #EWR around 2:00pm was phenomenal.  I came in on a flight from Chicago a https://t.co/9JPvOzb7v4",FALSE,0,NA,2017-12-16 20:22:50,TRUE,NA,"942127900609966082",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CrawfordSara",0,FALSE,FALSE,NA,NA
"71","All airlines during #emergencies even if it's #medical refuse to help &amp; just pass the buck treat #passengers like d https://t.co/MQwgWAWRTG",FALSE,0,NA,2017-12-16 20:04:39,TRUE,NA,"942123327199502336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShroffSanjay",0,FALSE,FALSE,NA,NA
"72","@UnitedAirlines Flying for the first time with you. Pathetic Experience. Won't like to fly with you again!",FALSE,1,"UnitedAirlines",2017-12-16 18:34:53,FALSE,NA,"942100734967013376","25166595","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jayeshpotnis",1,FALSE,FALSE,NA,NA
"73","Thanks #UnitedAirlines and the agent at gate 73 in Denver w glasses.  I made my flight",FALSE,0,NA,2017-12-16 18:13:04,FALSE,NA,"942095247479148544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gratz111",0,FALSE,FALSE,NA,NA
"74","Good bless @UnitedAirlines! https://t.co/XsbbSFHZfo",FALSE,0,NA,2017-12-16 16:58:55,FALSE,NA,"942076585464786944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EagleRockCampWW",0,FALSE,FALSE,NA,NA
"75","@united more than 1 hour delay on your flight for a ""maintenance check"" (that shouldn't been happening  there) is c https://t.co/MFZZyQUcH3",FALSE,0,"united",2017-12-16 16:35:12,TRUE,NA,"942070617540579328","260907612","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ElHigareda",0,FALSE,FALSE,NA,NA
"76","Thank you @UnitedAirlines for the wonderfully smooth, great service, and full reclining seats from Chicago to Newar https://t.co/3idtjiQ7OB",FALSE,0,NA,2017-12-16 16:20:31,TRUE,NA,"942066921557626880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GruenerConsults",0,FALSE,FALSE,NA,NA
"77","Cookies for breakfast. #UnitedAirlines #Stroopwafel #illy https://t.co/VFw2trXzIj",FALSE,1,NA,2017-12-16 16:06:11,FALSE,NA,"942063313717903360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Danette1243",0,FALSE,FALSE,NA,NA
"78","@united continues to be the WORST. Spent 1h on the phone with this morning after a 9h delay &amp;cancellation &amp;still NO HELP#unitedairlines",FALSE,1,"united",2017-12-16 15:59:24,FALSE,NA,"942061607877738497","260907612","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kimthi90",1,FALSE,FALSE,NA,NA
"79","Check it out! I donated to 'San Diego Humane Society ' - https://t.co/aPDWJ5mc9u via @CrowdRise",FALSE,1,NA,2017-12-16 15:25:05,FALSE,NA,"942052969620447232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sdisxanadu",0,FALSE,FALSE,NA,NA
"80","I used to see such cool things on the ramp. Here's a United 737-900 #United #UnitedAirlines https://t.co/7Nd3b21paE",FALSE,0,NA,2017-12-16 14:37:28,FALSE,NA,"942040986846449664",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","porterguy",0,FALSE,FALSE,NA,NA
"81","Why is air travel the only industry that can torture its customers and provide subpar service without repercussions https://t.co/IGte3sK78U",FALSE,0,NA,2017-12-16 14:03:16,TRUE,NA,"942032380495147011",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ejmann21",0,FALSE,FALSE,NA,NA
"82","Ive flown exclusively with @united since 2006. Im done flying for 2017 with 120,896 miles &amp; Im short $163 PQD to https://t.co/XQjfTL9gbY",FALSE,1,NA,2017-12-16 13:48:19,TRUE,NA,"942028617835597824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skeehner",0,FALSE,FALSE,NA,NA
